0.0,M,5.0,33,72000.0,19.0,16,2,15.365,0,2,0.0,30.0,0.0
1.0,O,0.0,40,57000.0,21.0,7,3,15.823333333333332,2,4,8.0,16.5,105.0
1.0,F,3.0,59,90000.0,17.0,29,4,24.5825,1,1,2.0,12.0,42.0
1.0,F,0.0,24,60000.0,14.0,21,5,12.572,1,1,3.0,0.0,54.0
1.0,F,3.0,24,60000.0,24.0,21,11,0.0,3,3,8.0,4.0,34.0
1.0,F,0.0,55,74000.0,21.0,3,4,22.6275,0,0,0.0,0.0,0.0
1.0,M,3.0,54,99000.0,17.0,29,5,31.236,1,1,2.0,6.0,48.0
1.0,M,0.0,54,99000.0,21.0,29,7,28.928571428571427,2,2,7.0,3.0,36.0
0.0,M,2.0,56,47000.0,2.0,8,0,0.0,0,0,0.0,0.0,0.0
0.0,M,0.0,56,47000.0,7.0,8,0,0.0,0,1,0.0,60.0,0.0
0.0,M,3.0,56,47000.0,24.0,8,2,4.855,0,2,0.0,39.0,0.0
1.0,M,1.0,54,91000.0,1.0,24,0,0.0,0,0,0.0,0.0,0.0
0.0,F,1.0,58,119000.0,1.0,8,1,27.26,0,0,0.0,0.0,0.0
1.0,F,0.0,28,68000.0,14.0,11,3,19.906666666666666,0,2,0.0,9.0,0.0
0.0,M,0.0,71,41000.0,0.0,10,0,0.0,0,0,0.0,0.0,0.0
0.0,M,0.0,71,41000.0,14.0,10,2,0.805,0,1,0.0,0.0,0.0
0.0,M,0.0,71,41000.0,21.0,10,2,0.805,0,2,0.0,9.0,0.0
0.0,M,0.0,24,42000.0,0.0,11,0,0.0,0,0,0.0,0.0,0.0
0.0,M,3.0,24,42000.0,17.0,11,5,2.216,0,2,0.0,39.0,0.0
0.0,M,2.0,24,42000.0,23.0,11,7,2.311428571428572,0,3,0.0,26.0,0.0
1.0,F,0.0,62,81000.0,0.0,26,0,0.0,0,0,0.0,0.0,0.0
1.0,F,3.0,62,81000.0,17.0,26,7,19.98,2,2,15.0,45.0,24.0
1.0,F,0.0,62,81000.0,21.0,26,11,21.484545454545454,3,3,20.0,30.0,16.0
0.0,F,3.0,62,81000.0,24.0,26,12,23.263333333333332,4,4,25.0,24.0,19.5
0.0,M,0.0,61,66000.0,7.0,6,3,3.3766666666666665,1,1,2.0,0.0,234.0
0.0,F,3.0,88,54000.0,17.0,34,9,0.0,2,3,0.0,16.0,12.0
1.0,F,0.0,88,54000.0,21.0,34,10,0.0,2,4,0.0,13.5,12.0
1.0,M,1.0,55,83000.0,22.0,33,5,24.991999999999997,1,3,3.0,28.0,66.0
0.0,M,0.0,21,59000.0,14.0,7,2,5.35,0,0,0.0,0.0,0.0
0.0,M,4.0,21,59000.0,25.0,7,5,4.106,0,1,0.0,12.0,0.0
0.0,M,0.0,72,102000.0,21.0,16,4,27.32,2,3,6.0,32.0,102.0
1.0,M,1.0,50,104000.0,8.0,14,0,0.0,0,0,0.0,0.0,0.0
